9025,"2011-09-26 00:03:16",546.631
9025,"2011-09-26 00:08:18",550.659
9025,"2011-09-26 00:13:16",558.716
9025,"2011-09-26 00:18:17",554.688
9025,"2011-09-26 00:23:15",554.688
9025,"2011-09-26 00:28:16",554.688
9025,"2011-09-26 00:33:16",546.631
9025,"2011-09-26 00:38:16",554.688
9025,"2011-09-26 00:43:16",550.659
9025,"2011-09-26 00:48:19",558.716
9025,"2011-09-26 00:53:15",554.688
9025,"2011-09-26 00:58:16",554.688
9025,"2011-09-26 01:03:16",554.688
9025,"2011-09-26 01:08:16",558.716
9025,"2011-09-26 01:13:16",558.716
9025,"2011-09-26 01:18:22",546.631
9025,"2011-09-26 01:23:15",550.659
9025,"2011-09-26 01:28:15",554.688
9025,"2011-09-26 01:33:15",550.659
9025,"2011-09-26 01:38:15",558.716
9025,"2011-09-26 01:43:15",554.688
9025,"2011-09-26 01:48:16",554.688
9025,"2011-09-26 01:53:15",558.716
9025,"2011-09-26 01:58:15",558.716
9025,"2011-09-26 02:03:16",558.716
9025,"2011-09-26 02:08:15",558.716
9025,"2011-09-26 02:13:15",558.716
9025,"2011-09-26 02:18:15",550.659
9025,"2011-09-26 02:23:15",554.688
9025,"2011-09-26 02:28:15",550.659
9025,"2011-09-26 02:33:15",562.744
9025,"2011-09-26 02:38:15",550.659
9025,"2011-09-26 02:43:15",554.688
9025,"2011-09-26 02:48:15",558.716
9025,"2011-09-26 02:53:15",550.659
9025,"2011-09-26 02:58:14",554.688
9025,"2011-09-26 03:03:17",562.744
9025,"2011-09-26 03:08:14",550.659
9025,"2011-09-26 03:13:17",546.631
9025,"2011-09-26 03:18:14",558.716
9025,"2011-09-26 03:23:15",558.716
9025,"2011-09-26 03:28:15",558.716
9025,"2011-09-26 03:33:17",550.659
9025,"2011-09-26 03:38:15",554.688
9025,"2011-09-26 03:43:14",558.716
9025,"2011-09-26 03:48:15",558.716
9025,"2011-09-26 03:53:14",550.659
9025,"2011-09-26 03:58:14",554.688
9025,"2011-09-26 04:03:15",558.716
9025,"2011-09-26 04:08:14",562.744
