13120,2011-09-26 00:04:35,1601.87
13120,2011-09-26 00:09:35,1406.56
13120,2011-09-26 00:14:35,1876.11
13120,2011-09-26 00:19:35,1398.07
13120,2011-09-26 00:24:35,1349.12
13120,2011-09-26 00:29:36,1754.23
13120,2011-09-26 00:34:35,1875.61
13120,2011-09-26 00:39:35,1642.83
13120,2011-09-26 00:44:34,1528.45
13120,2011-09-26 00:49:34,1463.01
13120,2011-09-26 00:54:35,1373.6
13120,2011-09-26 00:59:34,1414.56
13120,2011-09-26 01:04:36,1875.11
13120,2011-09-26 01:09:34,1448.02
13120,2011-09-26 01:14:34,1447.52
13120,2011-09-26 01:19:35,1452.52
13120,2011-09-26 01:24:34,1877.1
13120,2011-09-26 01:29:34,1588.39
13120,2011-09-26 01:34:35,1473.0
13120,2011-09-26 01:39:34,1876.11
13120,2011-09-26 01:44:34,1880.6
13120,2011-09-26 01:49:34,1876.11
13120,2011-09-26 01:54:35,1875.11
13120,2011-09-26 01:59:34,1873.11
13120,2011-09-26 02:04:35,1875.61
13120,2011-09-26 02:09:34,1874.61
13120,2011-09-26 02:14:34,1875.11
13120,2011-09-26 02:19:34,1806.17
13120,2011-09-26 02:24:34,1731.25
13120,2011-09-26 02:29:34,1675.8
13120,2011-09-26 02:34:34,1667.81
13120,2011-09-26 02:39:34,1666.31
13120,2011-09-26 02:44:34,1691.29
13120,2011-09-26 02:49:36,1549.43
13120,2011-09-26 02:54:34,1489.48
13120,2011-09-26 02:59:34,1394.08
13120,2011-09-26 03:04:34,1386.58
13120,2011-09-26 03:09:34,1494.48
13120,2011-09-26 03:14:33,1566.91
13120,2011-09-26 03:19:34,1420.55
13120,2011-09-26 03:24:34,1282.69
13120,2011-09-26 03:29:34,1169.3
13120,2011-09-26 03:34:34,1158.31
13120,2011-09-26 03:39:33,1087.88
13120,2011-09-26 03:44:33,1463.51
13120,2011-09-26 03:49:33,1383.09
13120,2011-09-26 03:54:33,1256.21
13120,2011-09-26 03:59:33,1223.24
13120,2011-09-26 04:04:33,1750.73
13120,2011-09-26 04:09:33,1169.3
13120,2011-09-26 04:14:33,1082.88
13120,2011-09-26 04:19:33,1137.33
13120,2011-09-26 04:24:33,1264.7
13120,2011-09-26 04:29:33,1186.28
13120,2011-09-26 04:34:35,1876.11
13120,2011-09-26 04:39:33,1610.37
13120,2011-09-26 04:44:33,1470.0
13120,2011-09-26 04:49:33,1473.5
13120,2011-09-26 04:54:33,1423.05
13120,2011-09-26 04:59:33,1315.65
13120,2011-09-26 05:04:33,1155.81
13120,2011-09-26 05:09:33,1129.34
13120,2011-09-26 05:14:33,1119.85
13120,2011-09-26 05:19:33,1036.43
13120,2011-09-26 05:24:33,998.464
13120,2011-09-26 05:29:32,997.964
13120,2011-09-26 05:34:33,1022.44
13120,2011-09-26 05:39:34,958.003
13120,2011-09-26 05:44:32,968.493
13120,2011-09-26 05:49:33,939.521
13120,2011-09-26 05:54:33,941.02
13120,2011-09-26 05:59:33,870.589
13120,2011-09-26 06:04:32,842.616
13120,2011-09-26 06:09:32,888.571
13120,2011-09-26 06:14:33,815.143
13120,2011-09-26 06:19:33,828.63
13120,2011-09-26 06:24:33,827.131
13120,2011-09-26 06:29:32,808.15
13120,2011-09-26 06:34:32,806.152
13120,2011-09-26 06:39:32,797.161
13120,2011-09-26 06:44:32,769.688
13120,2011-09-26 06:49:32,791.666
13120,2011-09-26 06:54:33,1037.43
13120,2011-09-26 06:59:32,863.096
13120,2011-09-26 07:04:32,854.105
13120,2011-09-26 07:09:32,839.12
13120,2011-09-26 07:14:34,845.613
13120,2011-09-26 07:19:33,842.117
13120,2011-09-26 07:24:32,1313.66
13120,2011-09-26 07:29:33,1134.33
13120,2011-09-26 07:34:32,1052.91
13120,2011-09-26 07:39:33,1017.45
13120,2011-09-26 07:44:32,975.486
13120,2011-09-26 07:49:33,1559.92
13120,2011-09-26 07:54:32,1520.95
