DATE(time)	nodeId	type	count(*)
2011-10-30	8259	0	294
2011-10-30	8259	2	294
2011-10-30	8259	8	294
2011-10-30	8259	13	294
2011-10-30	8289	0	298
2011-10-30	8289	2	298
2011-10-30	8289	8	298
2011-10-30	8289	13	298
2011-10-30	8290	0	291
2011-10-30	8290	2	291
2011-10-30	8290	8	291
2011-10-30	8290	13	291
2011-10-30	8291	0	290
2011-10-30	8291	2	290
2011-10-30	8291	8	290
2011-10-30	8291	13	290
2011-10-30	8321	0	288
2011-10-30	8321	2	288
2011-10-30	8321	8	288
2011-10-30	8321	13	288
2011-10-30	8322	0	288
2011-10-30	8322	2	288
2011-10-30	8322	8	288
2011-10-30	8322	13	288
2011-10-30	8323	0	297
2011-10-30	8323	2	297
2011-10-30	8323	8	297
2011-10-30	8323	13	297
2011-10-30	8353	0	293
2011-10-30	8353	2	293
2011-10-30	8353	8	293
2011-10-30	8353	13	293
2011-10-30	8354	0	288
2011-10-30	8354	2	288
2011-10-30	8354	8	288
2011-10-30	8354	13	288
2011-10-30	8355	0	299
2011-10-30	8355	2	299
2011-10-30	8355	8	299
2011-10-30	8355	13	299
2011-10-30	8385	0	293
2011-10-30	8385	2	293
2011-10-30	8385	8	293
2011-10-30	8385	13	293
2011-10-30	8386	0	295
2011-10-30	8386	2	295
2011-10-30	8386	8	295
2011-10-30	8386	13	295
2011-10-30	8387	0	288
2011-10-30	8387	2	288
2011-10-30	8387	8	288
2011-10-30	8387	13	288
2011-10-30	8417	0	298
2011-10-30	8417	2	298
2011-10-30	8417	8	298
2011-10-30	8417	13	298
2011-10-30	8418	0	291
2011-10-30	8418	2	291
2011-10-30	8418	8	291
2011-10-30	8418	13	291
2011-10-30	8419	0	299
2011-10-30	8419	2	299
2011-10-30	8419	8	299
2011-10-30	8419	13	299
2011-10-30	8449	0	290
2011-10-30	8449	2	290
2011-10-30	8449	8	290
2011-10-30	8449	13	290
2011-10-30	9000	0	288
2011-10-30	9000	2	288
2011-10-30	9000	8	288
2011-10-30	9000	13	288
2011-10-30	12352	0	288
2011-10-30	12352	2	288
2011-10-30	12352	8	288
2011-10-30	12352	9	288
2011-10-30	12352	10	288
2011-10-30	12352	13	288
2011-10-30	12384	0	296
2011-10-30	12384	2	296
2011-10-30	12384	8	296
2011-10-30	12384	9	296
2011-10-30	12384	10	296
2011-10-30	12384	13	296
2011-10-30	12416	0	297
2011-10-30	12416	2	297
2011-10-30	12416	8	297
2011-10-30	12416	9	297
2011-10-30	12416	10	297
2011-10-30	12416	13	297
2011-10-30	12448	0	300
2011-10-30	12448	2	300
2011-10-30	12448	8	300
2011-10-30	12448	9	300
2011-10-30	12448	10	300
2011-10-30	12448	13	300
2011-10-30	12480	0	293
2011-10-30	12480	2	293
2011-10-30	12480	8	293
2011-10-30	12480	9	293
2011-10-30	12480	10	293
2011-10-30	12480	13	293
2011-10-30	12512	0	289
2011-10-30	12512	2	289
2011-10-30	12512	8	289
2011-10-30	12512	9	289
2011-10-30	12512	10	289
2011-10-30	12512	13	289
2011-10-30	12544	0	294
2011-10-30	12544	2	294
2011-10-30	12544	8	294
2011-10-30	12544	9	294
2011-10-30	12544	10	294
2011-10-30	12544	13	294
2011-10-31	69	0	288
2011-10-31	69	2	288
2011-10-31	69	6	288
2011-10-31	69	13	288
2011-10-31	70	0	288
2011-10-31	70	2	288
2011-10-31	70	6	288
2011-10-31	70	13	288
2011-10-31	71	0	288
2011-10-31	71	2	288
2011-10-31	71	6	288
2011-10-31	71	13	288
2011-10-31	72	0	288
2011-10-31	72	2	288
2011-10-31	72	6	288
2011-10-31	72	13	288
2011-10-31	101	0	288
2011-10-31	101	2	288
2011-10-31	101	6	288
2011-10-31	101	13	288
2011-10-31	102	0	288
2011-10-31	102	2	288
2011-10-31	102	6	288
2011-10-31	102	13	288
2011-10-31	103	0	288
2011-10-31	103	2	288
2011-10-31	103	6	288
2011-10-31	103	13	288
2011-10-31	104	0	288
2011-10-31	104	2	288
2011-10-31	104	6	288
2011-10-31	104	13	288
2011-10-31	133	0	288
2011-10-31	133	2	288
2011-10-31	133	6	288
2011-10-31	133	13	288
2011-10-31	134	0	288
2011-10-31	134	2	288
2011-10-31	134	6	288
2011-10-31	134	13	288
2011-10-31	135	0	288
2011-10-31	135	2	288
2011-10-31	135	6	288
2011-10-31	135	13	288
2011-10-31	136	0	288
2011-10-31	136	2	288
2011-10-31	136	6	288
2011-10-31	136	13	288
2011-10-31	165	0	288
2011-10-31	165	2	288
2011-10-31	165	6	288
2011-10-31	165	13	288
2011-10-31	166	0	288
2011-10-31	166	2	288
2011-10-31	166	6	288
2011-10-31	166	13	288
2011-10-31	167	0	288
2011-10-31	167	2	288
2011-10-31	167	6	288
2011-10-31	167	13	288
2011-10-31	168	0	288
2011-10-31	168	2	288
2011-10-31	168	6	288
2011-10-31	168	13	288
2011-10-31	197	0	288
2011-10-31	197	2	288
2011-10-31	197	6	288
2011-10-31	197	13	288
2011-10-31	198	0	288
2011-10-31	198	2	288
2011-10-31	198	6	288
2011-10-31	198	13	288
2011-10-31	199	0	288
2011-10-31	199	2	288
2011-10-31	199	6	288
2011-10-31	199	13	288
2011-10-31	200	0	288
2011-10-31	200	2	288
2011-10-31	200	6	288
2011-10-31	200	13	288
2011-10-31	229	0	288
2011-10-31	229	2	288
2011-10-31	229	6	288
2011-10-31	229	13	288
2011-10-31	230	0	288
2011-10-31	230	2	288
2011-10-31	230	6	288
2011-10-31	230	13	288
2011-10-31	231	0	288
2011-10-31	231	2	288
2011-10-31	231	6	288
2011-10-31	231	13	288
2011-10-31	232	0	288
2011-10-31	232	2	288
2011-10-31	232	6	288
2011-10-31	232	13	288
2011-10-31	8257	0	288
2011-10-31	8257	2	288
2011-10-31	8257	8	288
2011-10-31	8257	13	288
2011-10-31	8258	0	288
2011-10-31	8258	2	288
2011-10-31	8258	8	288
2011-10-31	8258	13	288
2011-10-31	8259	0	288
2011-10-31	8259	2	288
2011-10-31	8259	8	288
2011-10-31	8259	13	288
2011-10-31	8289	0	288
2011-10-31	8289	2	288
2011-10-31	8289	8	288
2011-10-31	8289	13	288
2011-10-31	8290	0	288
2011-10-31	8290	2	288
2011-10-31	8290	8	288
2011-10-31	8290	13	288
2011-10-31	8291	0	288
2011-10-31	8291	2	288
2011-10-31	8291	8	288
2011-10-31	8291	13	288
2011-10-31	8321	0	288
2011-10-31	8321	2	288
2011-10-31	8321	8	288
2011-10-31	8321	13	288
2011-10-31	8322	0	288
2011-10-31	8322	2	288
2011-10-31	8322	8	288
2011-10-31	8322	13	288
2011-10-31	8323	0	288
2011-10-31	8323	2	288
2011-10-31	8323	8	288
2011-10-31	8323	13	288
2011-10-31	8353	0	288
2011-10-31	8353	2	288
2011-10-31	8353	8	288
2011-10-31	8353	13	288
2011-10-31	8354	0	288
2011-10-31	8354	2	288
2011-10-31	8354	8	288
2011-10-31	8354	13	288
2011-10-31	8355	0	288
2011-10-31	8355	2	288
2011-10-31	8355	8	288
2011-10-31	8355	13	288
2011-10-31	8385	0	288
2011-10-31	8385	2	288
2011-10-31	8385	8	288
2011-10-31	8385	13	288
2011-10-31	8386	0	288
2011-10-31	8386	2	288
2011-10-31	8386	8	288
2011-10-31	8386	13	288
2011-10-31	8387	0	288
2011-10-31	8387	2	288
2011-10-31	8387	8	288
2011-10-31	8387	13	288
2011-10-31	8417	0	288
2011-10-31	8417	2	288
2011-10-31	8417	8	288
2011-10-31	8417	13	288
2011-10-31	8418	0	288
2011-10-31	8418	2	288
2011-10-31	8418	8	288
2011-10-31	8418	13	288
2011-10-31	8419	0	288
2011-10-31	8419	2	288
2011-10-31	8419	8	288
2011-10-31	8419	13	288
2011-10-31	8449	0	288
2011-10-31	8449	2	288
2011-10-31	8449	8	288
2011-10-31	8449	13	288
2011-10-31	9000	0	288
2011-10-31	9000	2	288
2011-10-31	9000	8	288
2011-10-31	9000	13	288
2011-10-31	12352	0	288
2011-10-31	12352	2	288
2011-10-31	12352	8	288
2011-10-31	12352	9	288
2011-10-31	12352	10	288
2011-10-31	12352	13	288
2011-10-31	12384	0	288
2011-10-31	12384	2	288
2011-10-31	12384	8	288
2011-10-31	12384	9	288
2011-10-31	12384	10	288
2011-10-31	12384	13	288
2011-10-31	12416	0	288
2011-10-31	12416	2	288
2011-10-31	12416	8	288
2011-10-31	12416	9	288
2011-10-31	12416	10	288
2011-10-31	12416	13	288
2011-10-31	12448	0	288
2011-10-31	12448	2	288
2011-10-31	12448	8	288
2011-10-31	12448	9	288
2011-10-31	12448	10	288
2011-10-31	12448	13	288
2011-10-31	12480	0	288
2011-10-31	12480	2	288
2011-10-31	12480	8	288
2011-10-31	12480	9	288
2011-10-31	12480	10	288
2011-10-31	12480	13	288
2011-10-31	12512	0	288
2011-10-31	12512	2	288
2011-10-31	12512	8	288
2011-10-31	12512	9	288
2011-10-31	12512	10	288
2011-10-31	12512	13	288
2011-10-31	12544	0	288
2011-10-31	12544	2	288
2011-10-31	12544	8	288
2011-10-31	12544	9	288
2011-10-31	12544	10	288
2011-10-31	12544	13	288
2011-10-31	17252	0	126
2011-10-31	17252	1	126
2011-10-31	17252	2	121
2011-10-31	17252	3	121
2011-11-01	69	0	288
2011-11-01	69	2	288
2011-11-01	69	6	288
2011-11-01	69	13	288
2011-11-01	70	0	288
2011-11-01	70	2	288
2011-11-01	70	6	288
2011-11-01	70	13	288
2011-11-01	71	0	288
2011-11-01	71	2	288
2011-11-01	71	6	288
2011-11-01	71	13	288
2011-11-01	72	0	288
2011-11-01	72	2	288
2011-11-01	72	6	288
2011-11-01	72	13	288
2011-11-01	101	0	288
2011-11-01	101	2	288
2011-11-01	101	6	288
2011-11-01	101	13	288
2011-11-01	102	0	288
2011-11-01	102	2	288
2011-11-01	102	6	288
2011-11-01	102	13	288
2011-11-01	103	0	288
2011-11-01	103	2	288
2011-11-01	103	6	288
2011-11-01	103	13	288
2011-11-01	104	0	288
2011-11-01	104	2	288
2011-11-01	104	6	288
2011-11-01	104	13	288
2011-11-01	133	0	288
2011-11-01	133	2	288
2011-11-01	133	6	288
2011-11-01	133	13	288
2011-11-01	134	0	288
2011-11-01	134	2	288
2011-11-01	134	6	288
2011-11-01	134	13	288
2011-11-01	135	0	287
2011-11-01	135	2	287
2011-11-01	135	6	287
2011-11-01	135	13	287
2011-11-01	136	0	288
2011-11-01	136	2	288
2011-11-01	136	6	288
2011-11-01	136	13	288
2011-11-01	165	0	287
2011-11-01	165	2	287
2011-11-01	165	6	287
2011-11-01	165	13	287
2011-11-01	166	0	288
2011-11-01	166	2	288
2011-11-01	166	6	288
2011-11-01	166	13	288
2011-11-01	167	0	288
2011-11-01	167	2	288
2011-11-01	167	6	288
2011-11-01	167	13	288
2011-11-01	168	0	288
2011-11-01	168	2	288
2011-11-01	168	6	288
2011-11-01	168	13	288
2011-11-01	197	0	288
2011-11-01	197	2	288
2011-11-01	197	6	288
2011-11-01	197	13	288
2011-11-01	198	0	288
2011-11-01	198	2	288
2011-11-01	198	6	288
2011-11-01	198	13	288
2011-11-01	199	0	288
2011-11-01	199	2	288
2011-11-01	199	6	288
2011-11-01	199	13	288
2011-11-01	200	0	288
2011-11-01	200	2	288
2011-11-01	200	6	288
2011-11-01	200	13	288
2011-11-01	229	0	288
2011-11-01	229	2	288
2011-11-01	229	6	288
2011-11-01	229	13	288
2011-11-01	230	0	288
2011-11-01	230	2	288
2011-11-01	230	6	288
2011-11-01	230	13	288
2011-11-01	231	0	288
2011-11-01	231	2	288
2011-11-01	231	6	288
2011-11-01	231	13	288
2011-11-01	232	0	288
2011-11-01	232	2	288
2011-11-01	232	6	288
2011-11-01	232	13	288
2011-11-01	8257	0	288
2011-11-01	8257	2	288
2011-11-01	8257	8	288
2011-11-01	8257	13	288
2011-11-01	8258	0	288
2011-11-01	8258	2	288
2011-11-01	8258	8	288
2011-11-01	8258	13	288
2011-11-01	8259	0	288
2011-11-01	8259	2	288
2011-11-01	8259	8	288
2011-11-01	8259	13	288
2011-11-01	8289	0	288
2011-11-01	8289	2	288
2011-11-01	8289	8	288
2011-11-01	8289	13	288
2011-11-01	8290	0	288
2011-11-01	8290	2	288
2011-11-01	8290	8	288
2011-11-01	8290	13	288
2011-11-01	8291	0	288
2011-11-01	8291	2	288
2011-11-01	8291	8	288
2011-11-01	8291	13	288
2011-11-01	8321	0	288
2011-11-01	8321	2	288
2011-11-01	8321	8	288
2011-11-01	8321	13	288
2011-11-01	8322	0	288
2011-11-01	8322	2	288
2011-11-01	8322	8	288
2011-11-01	8322	13	288
2011-11-01	8323	0	288
2011-11-01	8323	2	288
2011-11-01	8323	8	288
2011-11-01	8323	13	288
2011-11-01	8353	0	288
2011-11-01	8353	2	288
2011-11-01	8353	8	288
2011-11-01	8353	13	288
2011-11-01	8354	0	288
2011-11-01	8354	2	288
2011-11-01	8354	8	288
2011-11-01	8354	13	288
2011-11-01	8355	0	288
2011-11-01	8355	2	288
2011-11-01	8355	8	288
2011-11-01	8355	13	288
2011-11-01	8385	0	288
2011-11-01	8385	2	288
2011-11-01	8385	8	288
2011-11-01	8385	13	288
2011-11-01	8386	0	288
2011-11-01	8386	2	288
2011-11-01	8386	8	288
2011-11-01	8386	13	288
2011-11-01	8387	0	288
2011-11-01	8387	2	288
2011-11-01	8387	8	288
2011-11-01	8387	13	288
2011-11-01	8417	0	288
2011-11-01	8417	2	288
2011-11-01	8417	8	288
2011-11-01	8417	13	288
2011-11-01	8418	0	288
2011-11-01	8418	2	288
2011-11-01	8418	8	288
2011-11-01	8418	13	288
2011-11-01	8419	0	288
2011-11-01	8419	2	288
2011-11-01	8419	8	288
2011-11-01	8419	13	288
2011-11-01	8449	0	288
2011-11-01	8449	2	288
2011-11-01	8449	8	288
2011-11-01	8449	13	288
2011-11-01	9000	0	288
2011-11-01	9000	2	288
2011-11-01	9000	8	288
2011-11-01	9000	13	288
2011-11-01	12352	0	288
2011-11-01	12352	2	288
2011-11-01	12352	8	288
2011-11-01	12352	9	288
2011-11-01	12352	10	288
2011-11-01	12352	13	288
2011-11-01	12384	0	288
2011-11-01	12384	2	288
2011-11-01	12384	8	288
2011-11-01	12384	9	288
2011-11-01	12384	10	288
2011-11-01	12384	13	288
2011-11-01	12416	0	288
2011-11-01	12416	2	288
2011-11-01	12416	8	288
2011-11-01	12416	9	288
2011-11-01	12416	10	288
2011-11-01	12416	13	288
2011-11-01	12448	0	287
2011-11-01	12448	2	287
2011-11-01	12448	8	287
2011-11-01	12448	9	287
2011-11-01	12448	10	287
2011-11-01	12448	13	287
2011-11-01	12480	0	288
2011-11-01	12480	2	288
2011-11-01	12480	8	288
2011-11-01	12480	9	288
2011-11-01	12480	10	288
2011-11-01	12480	13	288
2011-11-01	12512	0	288
2011-11-01	12512	2	288
2011-11-01	12512	8	288
2011-11-01	12512	9	288
2011-11-01	12512	10	288
2011-11-01	12512	13	288
2011-11-01	12544	0	287
2011-11-01	12544	2	287
2011-11-01	12544	8	287
2011-11-01	12544	9	287
2011-11-01	12544	10	287
2011-11-01	12544	13	287
2011-11-01	17252	0	288
2011-11-01	17252	1	288
2011-11-01	17252	2	288
2011-11-01	17252	3	288
2011-11-02	69	0	288
2011-11-02	69	2	288
2011-11-02	69	6	288
2011-11-02	69	13	288
2011-11-02	70	0	288
2011-11-02	70	2	288
2011-11-02	70	6	288
2011-11-02	70	13	288
2011-11-02	71	0	288
2011-11-02	71	2	288
2011-11-02	71	6	288
2011-11-02	71	13	288
2011-11-02	72	0	288
2011-11-02	72	2	288
2011-11-02	72	6	288
2011-11-02	72	13	288
2011-11-02	101	0	288
2011-11-02	101	2	288
2011-11-02	101	6	288
2011-11-02	101	13	288
2011-11-02	102	0	288
2011-11-02	102	2	288
2011-11-02	102	6	288
2011-11-02	102	13	288
2011-11-02	103	0	288
2011-11-02	103	2	288
2011-11-02	103	6	288
2011-11-02	103	13	288
2011-11-02	104	0	288
2011-11-02	104	2	288
2011-11-02	104	6	288
2011-11-02	104	13	288
2011-11-02	133	0	288
2011-11-02	133	2	288
2011-11-02	133	6	288
2011-11-02	133	13	288
2011-11-02	134	0	288
2011-11-02	134	2	288
2011-11-02	134	6	288
2011-11-02	134	13	288
2011-11-02	135	0	288
2011-11-02	135	2	288
2011-11-02	135	6	288
2011-11-02	135	13	288
2011-11-02	136	0	288
2011-11-02	136	2	288
2011-11-02	136	6	288
2011-11-02	136	13	288
2011-11-02	165	0	287
2011-11-02	165	2	287
2011-11-02	165	6	287
2011-11-02	165	13	287
2011-11-02	166	0	288
2011-11-02	166	2	288
2011-11-02	166	6	288
2011-11-02	166	13	288
2011-11-02	167	0	288
2011-11-02	167	2	288
2011-11-02	167	6	288
2011-11-02	167	13	288
2011-11-02	168	0	288
2011-11-02	168	2	288
2011-11-02	168	6	288
2011-11-02	168	13	288
2011-11-02	197	0	288
2011-11-02	197	2	288
2011-11-02	197	6	288
2011-11-02	197	13	288
2011-11-02	198	0	288
2011-11-02	198	2	288
2011-11-02	198	6	288
2011-11-02	198	13	288
2011-11-02	199	0	288
2011-11-02	199	2	288
2011-11-02	199	6	288
2011-11-02	199	13	288
2011-11-02	200	0	288
2011-11-02	200	2	288
2011-11-02	200	6	288
2011-11-02	200	13	288
2011-11-02	229	0	288
2011-11-02	229	2	288
2011-11-02	229	6	288
2011-11-02	229	13	288
2011-11-02	230	0	288
2011-11-02	230	2	288
2011-11-02	230	6	288
2011-11-02	230	13	288
2011-11-02	231	0	288
2011-11-02	231	2	288
2011-11-02	231	6	288
2011-11-02	231	13	288
2011-11-02	232	0	288
2011-11-02	232	2	288
2011-11-02	232	6	288
2011-11-02	232	13	288
2011-11-02	8257	0	288
2011-11-02	8257	2	288
2011-11-02	8257	8	288
2011-11-02	8257	13	288
2011-11-02	8258	0	288
2011-11-02	8258	2	288
2011-11-02	8258	8	288
2011-11-02	8258	13	288
2011-11-02	8259	0	288
2011-11-02	8259	2	288
2011-11-02	8259	8	288
2011-11-02	8259	13	288
2011-11-02	8289	0	288
2011-11-02	8289	2	288
2011-11-02	8289	8	288
2011-11-02	8289	13	288
2011-11-02	8290	0	288
2011-11-02	8290	2	288
2011-11-02	8290	8	288
2011-11-02	8290	13	288
2011-11-02	8291	0	288
2011-11-02	8291	2	288
2011-11-02	8291	8	288
2011-11-02	8291	13	288
2011-11-02	8321	0	288
2011-11-02	8321	2	288
2011-11-02	8321	8	288
2011-11-02	8321	13	288
2011-11-02	8322	0	288
2011-11-02	8322	2	288
2011-11-02	8322	8	288
2011-11-02	8322	13	288
2011-11-02	8323	0	288
2011-11-02	8323	2	288
2011-11-02	8323	8	288
2011-11-02	8323	13	288
2011-11-02	8353	0	288
2011-11-02	8353	2	288
2011-11-02	8353	8	288
2011-11-02	8353	13	288
2011-11-02	8354	0	288
2011-11-02	8354	2	288
2011-11-02	8354	8	288
2011-11-02	8354	13	288
2011-11-02	8355	0	288
2011-11-02	8355	2	288
2011-11-02	8355	8	288
2011-11-02	8355	13	288
2011-11-02	8385	0	288
2011-11-02	8385	2	288
2011-11-02	8385	8	288
2011-11-02	8385	13	288
2011-11-02	8386	0	288
2011-11-02	8386	2	288
2011-11-02	8386	8	288
2011-11-02	8386	13	288
2011-11-02	8387	0	288
2011-11-02	8387	2	288
2011-11-02	8387	8	288
2011-11-02	8387	13	288
2011-11-02	8417	0	288
2011-11-02	8417	2	288
2011-11-02	8417	8	288
2011-11-02	8417	13	288
2011-11-02	8418	0	288
2011-11-02	8418	2	288
2011-11-02	8418	8	288
2011-11-02	8418	13	288
2011-11-02	8419	0	288
2011-11-02	8419	2	288
2011-11-02	8419	8	288
2011-11-02	8419	13	288
2011-11-02	8449	0	288
2011-11-02	8449	2	288
2011-11-02	8449	8	288
2011-11-02	8449	13	288
2011-11-02	9000	0	288
2011-11-02	9000	2	288
2011-11-02	9000	8	288
2011-11-02	9000	13	288
2011-11-02	12352	0	288
2011-11-02	12352	2	288
2011-11-02	12352	8	288
2011-11-02	12352	9	288
2011-11-02	12352	10	288
2011-11-02	12352	13	288
2011-11-02	12384	0	288
2011-11-02	12384	2	288
2011-11-02	12384	8	288
2011-11-02	12384	9	288
2011-11-02	12384	10	288
2011-11-02	12384	13	288
2011-11-02	12416	0	288
2011-11-02	12416	2	288
2011-11-02	12416	8	288
2011-11-02	12416	9	288
2011-11-02	12416	10	288
2011-11-02	12416	13	288
2011-11-02	12448	0	288
2011-11-02	12448	2	288
2011-11-02	12448	8	288
2011-11-02	12448	9	288
2011-11-02	12448	10	288
2011-11-02	12448	13	288
2011-11-02	12480	0	288
2011-11-02	12480	2	288
2011-11-02	12480	8	288
2011-11-02	12480	9	288
2011-11-02	12480	10	288
2011-11-02	12480	13	288
2011-11-02	12512	0	288
2011-11-02	12512	2	288
2011-11-02	12512	8	288
2011-11-02	12512	9	288
2011-11-02	12512	10	288
2011-11-02	12512	13	288
2011-11-02	12544	0	288
2011-11-02	12544	2	288
2011-11-02	12544	8	288
2011-11-02	12544	9	288
2011-11-02	12544	10	288
2011-11-02	12544	13	288
2011-11-02	17252	0	288
2011-11-02	17252	1	288
2011-11-02	17252	2	288
2011-11-02	17252	3	288
2011-11-03	69	0	182
2011-11-03	69	2	182
2011-11-03	69	6	182
2011-11-03	69	13	182
2011-11-03	70	0	183
2011-11-03	70	2	183
2011-11-03	70	6	183
2011-11-03	70	13	183
2011-11-03	71	0	183
2011-11-03	71	2	183
2011-11-03	71	6	183
2011-11-03	71	13	183
2011-11-03	72	0	183
2011-11-03	72	2	183
2011-11-03	72	6	183
2011-11-03	72	13	183
2011-11-03	101	0	182
2011-11-03	101	2	182
2011-11-03	101	6	182
2011-11-03	101	13	182
2011-11-03	102	0	182
2011-11-03	102	2	182
2011-11-03	102	6	182
2011-11-03	102	13	182
2011-11-03	103	0	182
2011-11-03	103	2	182
2011-11-03	103	6	182
2011-11-03	103	13	182
2011-11-03	104	0	182
2011-11-03	104	2	182
2011-11-03	104	6	182
2011-11-03	104	13	182
2011-11-03	133	0	179
2011-11-03	133	2	179
2011-11-03	133	6	179
2011-11-03	133	13	179
2011-11-03	134	0	179
2011-11-03	134	2	179
2011-11-03	134	6	179
2011-11-03	134	13	179
2011-11-03	135	0	180
2011-11-03	135	2	180
2011-11-03	135	6	180
2011-11-03	135	13	180
2011-11-03	136	0	179
2011-11-03	136	2	179
2011-11-03	136	6	179
2011-11-03	136	13	179
2011-11-03	165	0	179
2011-11-03	165	2	179
2011-11-03	165	6	179
2011-11-03	165	13	179
2011-11-03	166	0	180
2011-11-03	166	2	180
2011-11-03	166	6	180
2011-11-03	166	13	180
2011-11-03	167	0	180
2011-11-03	167	2	180
2011-11-03	167	6	180
2011-11-03	167	13	180
2011-11-03	168	0	180
2011-11-03	168	2	180
2011-11-03	168	6	180
2011-11-03	168	13	180
2011-11-03	197	0	180
2011-11-03	197	2	180
2011-11-03	197	6	180
2011-11-03	197	13	180
2011-11-03	198	0	180
2011-11-03	198	2	180
2011-11-03	198	6	180
2011-11-03	198	13	180
2011-11-03	199	0	180
2011-11-03	199	2	180
2011-11-03	199	6	180
2011-11-03	199	13	180
2011-11-03	200	0	180
2011-11-03	200	2	180
2011-11-03	200	6	180
2011-11-03	200	13	180
2011-11-03	229	0	178
2011-11-03	229	2	178
2011-11-03	229	6	178
2011-11-03	229	13	178
2011-11-03	230	0	178
2011-11-03	230	2	178
2011-11-03	230	6	178
2011-11-03	230	13	178
2011-11-03	231	0	178
2011-11-03	231	2	178
2011-11-03	231	6	178
2011-11-03	231	13	178
2011-11-03	232	0	177
2011-11-03	232	2	177
2011-11-03	232	6	177
2011-11-03	232	13	177
2011-11-03	8257	0	181
2011-11-03	8257	2	181
2011-11-03	8257	8	181
2011-11-03	8257	13	181
2011-11-03	8258	0	182
2011-11-03	8258	2	182
2011-11-03	8258	8	182
2011-11-03	8258	13	182
2011-11-03	8259	0	182
2011-11-03	8259	2	182
2011-11-03	8259	8	182
2011-11-03	8259	13	182
2011-11-03	8289	0	181
2011-11-03	8289	2	181
2011-11-03	8289	8	181
2011-11-03	8289	13	181
2011-11-03	8290	0	180
2011-11-03	8290	2	180
2011-11-03	8290	8	180
2011-11-03	8290	13	180
2011-11-03	8291	0	180
2011-11-03	8291	2	180
2011-11-03	8291	8	180
2011-11-03	8291	13	180
2011-11-03	8321	0	179
2011-11-03	8321	2	179
2011-11-03	8321	8	179
2011-11-03	8321	13	179
2011-11-03	8322	0	179
2011-11-03	8322	2	179
2011-11-03	8322	8	179
2011-11-03	8322	13	179
2011-11-03	8323	0	178
2011-11-03	8323	2	178
2011-11-03	8323	8	178
2011-11-03	8323	13	178
2011-11-03	8353	0	180
2011-11-03	8353	2	180
2011-11-03	8353	8	180
2011-11-03	8353	13	180
2011-11-03	8354	0	180
2011-11-03	8354	2	180
2011-11-03	8354	8	180
2011-11-03	8354	13	180
2011-11-03	8355	0	180
2011-11-03	8355	2	180
2011-11-03	8355	8	180
2011-11-03	8355	13	180
2011-11-03	8385	0	180
2011-11-03	8385	2	180
2011-11-03	8385	8	180
2011-11-03	8385	13	180
2011-11-03	8386	0	180
2011-11-03	8386	2	180
2011-11-03	8386	8	180
2011-11-03	8386	13	180
2011-11-03	8387	0	180
2011-11-03	8387	2	180
2011-11-03	8387	8	180
2011-11-03	8387	13	180
2011-11-03	8417	0	177
2011-11-03	8417	2	177
2011-11-03	8417	8	177
2011-11-03	8417	13	177
2011-11-03	8418	0	176
2011-11-03	8418	2	176
2011-11-03	8418	8	176
2011-11-03	8418	13	176
2011-11-03	8419	0	177
2011-11-03	8419	2	177
2011-11-03	8419	8	177
2011-11-03	8419	13	177
2011-11-03	8449	0	178
2011-11-03	8449	2	178
2011-11-03	8449	8	178
2011-11-03	8449	13	178
2011-11-03	9000	0	208
2011-11-03	9000	2	208
2011-11-03	9000	8	208
2011-11-03	9000	13	208
2011-11-03	12352	0	182
2011-11-03	12352	2	182
2011-11-03	12352	8	182
2011-11-03	12352	9	182
2011-11-03	12352	10	182
2011-11-03	12352	13	182
2011-11-03	12384	0	180
2011-11-03	12384	2	180
2011-11-03	12384	8	180
2011-11-03	12384	9	180
2011-11-03	12384	10	180
2011-11-03	12384	13	180
2011-11-03	12416	0	178
2011-11-03	12416	2	178
2011-11-03	12416	8	178
2011-11-03	12416	9	178
2011-11-03	12416	10	178
2011-11-03	12416	13	178
2011-11-03	12448	0	180
2011-11-03	12448	2	180
2011-11-03	12448	8	180
2011-11-03	12448	9	180
2011-11-03	12448	10	180
2011-11-03	12448	13	180
2011-11-03	12480	0	180
2011-11-03	12480	2	180
2011-11-03	12480	8	180
2011-11-03	12480	9	180
2011-11-03	12480	10	180
2011-11-03	12480	13	180
2011-11-03	12512	0	177
2011-11-03	12512	2	177
2011-11-03	12512	8	177
2011-11-03	12512	9	177
2011-11-03	12512	10	177
2011-11-03	12512	13	177
2011-11-03	12544	0	179
2011-11-03	12544	2	179
2011-11-03	12544	8	179
2011-11-03	12544	9	179
2011-11-03	12544	10	179
2011-11-03	12544	13	179
2011-11-03	17252	0	131
2011-11-03	17252	1	131
2011-11-03	17252	2	131
2011-11-03	17252	3	131
2011-11-04	71	0	106
2011-11-04	71	2	106
2011-11-04	71	6	106
2011-11-04	71	13	106
2011-11-04	8259	0	105
2011-11-04	8259	2	105
2011-11-04	8259	8	105
2011-11-04	8259	13	105
2011-11-04	9000	0	16
2011-11-04	9000	2	16
2011-11-04	9000	8	16
2011-11-04	9000	13	16
2011-11-04	12352	0	106
2011-11-04	12352	2	106
2011-11-04	12352	8	106
2011-11-04	12352	9	106
2011-11-04	12352	10	106
2011-11-04	12352	13	106
2011-11-05	71	0	288
2011-11-05	71	2	288
2011-11-05	71	6	288
2011-11-05	71	13	288
2011-11-05	8259	0	288
2011-11-05	8259	2	288
