DATE(time)	nodeId	count(*)
2011-12-09	232	288
2011-12-09	8257	288
2011-12-09	8258	288
2011-12-09	8259	288
2011-12-09	8417	288
2011-12-09	8419	287
2011-12-09	12448	288
2011-12-10	69	288
2011-12-10	70	288
2011-12-10	71	288
2011-12-10	134	288
2011-12-10	165	288
2011-12-10	166	288
2011-12-10	167	288
2011-12-10	168	288
2011-12-10	229	288
2011-12-10	230	288
2011-12-10	231	288
2011-12-10	232	288
2011-12-10	8257	288
2011-12-10	8258	288
2011-12-10	8259	288
2011-12-10	8417	288
2011-12-10	8419	288
2011-12-10	12448	287
2011-12-11	69	288
2011-12-11	70	288
2011-12-11	71	288
2011-12-11	134	288
2011-12-11	165	288
2011-12-11	166	288
2011-12-11	167	288
2011-12-11	168	288
2011-12-11	229	287
2011-12-11	230	288
2011-12-11	231	288
2011-12-11	232	288
2011-12-11	8257	288
2011-12-11	8258	288
2011-12-11	8259	288
2011-12-11	8417	288
2011-12-11	8419	288
2011-12-11	12448	288
2011-12-12	69	288
2011-12-12	70	288
2011-12-12	71	288
2011-12-12	134	288
2011-12-12	165	288
2011-12-12	166	288
2011-12-12	167	288
2011-12-12	168	288
2011-12-12	229	288
2011-12-12	230	288
2011-12-12	231	288
2011-12-12	232	287
2011-12-12	8257	288
2011-12-12	8258	288
2011-12-12	8259	288
2011-12-12	8417	288
2011-12-12	8419	288
2011-12-12	12448	288
2011-12-13	69	288
2011-12-13	70	288
2011-12-13	71	288
2011-12-13	134	288
2011-12-13	165	288
2011-12-13	166	288
2011-12-13	167	288
2011-12-13	168	288
2011-12-13	229	288
2011-12-13	230	287
2011-12-13	231	288
2011-12-13	232	288
2011-12-13	8257	288
2011-12-13	8258	288
2011-12-13	8259	288
2011-12-13	8417	288
2011-12-13	8419	288
2011-12-13	12448	288
2011-12-14	69	288
2011-12-14	70	288
2011-12-14	71	288
2011-12-14	134	288
2011-12-14	165	288
2011-12-14	166	288
2011-12-14	167	288
2011-12-14	168	288
2011-12-14	229	288
2011-12-14	230	288
2011-12-14	231	288
2011-12-14	232	288
2011-12-14	8257	288
2011-12-14	8258	288
2011-12-14	8259	288
2011-12-14	8417	287
2011-12-14	8419	288
2011-12-14	12448	288
2011-12-15	69	288
2011-12-15	70	288
2011-12-15	71	288
2011-12-15	134	288
2011-12-15	165	288
2011-12-15	166	288
2011-12-15	167	288
2011-12-15	168	288
2011-12-15	229	288
2011-12-15	230	288
2011-12-15	231	288
2011-12-15	232	288
2011-12-15	8257	288
2011-12-15	8258	288
2011-12-15	8259	288
2011-12-15	8417	288
2011-12-15	8419	287
2011-12-15	12448	288
2011-12-16	69	288
2011-12-16	70	288
2011-12-16	71	288
2011-12-16	134	288
2011-12-16	165	288
2011-12-16	166	288
2011-12-16	167	288
2011-12-16	168	288
2011-12-16	229	287
2011-12-16	230	288
2011-12-16	231	288
2011-12-16	232	288
2011-12-16	8257	288
2011-12-16	8258	287
2011-12-16	8259	288
2011-12-16	8417	288
2011-12-16	8419	288
2011-12-16	12448	288
2011-12-17	69	287
2011-12-17	70	288
2011-12-17	71	288
2011-12-17	134	288
2011-12-17	165	288
2011-12-17	166	287
2011-12-17	167	287
2011-12-17	168	288
2011-12-17	229	288
2011-12-17	230	288
2011-12-17	231	288
2011-12-17	232	288
2011-12-17	8257	288
2011-12-17	8258	288
2011-12-17	8259	288
2011-12-17	8417	288
2011-12-17	8419	288
2011-12-17	12448	288
2011-12-18	69	288
2011-12-18	70	288
2011-12-18	71	288
2011-12-18	134	288
2011-12-18	165	288
2011-12-18	166	286
2011-12-18	167	288
2011-12-18	168	288
2011-12-18	229	288
2011-12-18	230	287
2011-12-18	231	288
2011-12-18	232	288
2011-12-18	8257	288
2011-12-18	8258	288
2011-12-18	8259	288
2011-12-18	8417	288
2011-12-18	8419	288
2011-12-18	12448	288
2011-12-19	69	248
2011-12-19	70	249
2011-12-19	71	249
2011-12-19	133	132
2011-12-19	134	247
2011-12-19	135	130
2011-12-19	136	131
2011-12-19	165	248
2011-12-19	166	248
2011-12-19	167	248
2011-12-19	168	248
2011-12-19	197	8
2011-12-19	198	8
2011-12-19	199	7
2011-12-19	200	8
2011-12-19	229	249
2011-12-19	230	248
2011-12-19	231	248
2011-12-19	232	246
2011-12-19	4228	125
2011-12-19	4292	1
2011-12-19	8257	247
2011-12-19	8258	247
2011-12-19	8259	248
2011-12-19	8321	130
2011-12-19	8322	131
2011-12-19	8323	130
2011-12-19	8385	1
2011-12-19	8386	1
2011-12-19	8387	1
2011-12-19	8417	249
2011-12-19	8419	247
2011-12-19	12416	1
2011-12-19	12448	247
2011-12-19	12480	1
2011-12-20	69	287
2011-12-20	70	288
2011-12-20	71	288
2011-12-20	134	288
2011-12-20	165	288
2011-12-20	166	288
2011-12-20	167	288
2011-12-20	168	288
2011-12-20	229	287
2011-12-20	230	288
2011-12-20	231	288
2011-12-20	232	288
2011-12-20	8257	288
2011-12-20	8258	288
2011-12-20	8259	288
2011-12-20	8417	288
2011-12-20	8419	288
2011-12-20	12448	287
2011-12-21	69	288
2011-12-21	70	286
2011-12-21	71	288
2011-12-21	134	288
2011-12-21	165	288
2011-12-21	166	288
2011-12-21	167	288
2011-12-21	168	288
2011-12-21	229	288
2011-12-21	230	288
2011-12-21	231	288
2011-12-21	232	288
2011-12-21	8257	288
2011-12-21	8258	288
2011-12-21	8259	288
2011-12-21	8417	287
2011-12-21	8419	288
2011-12-21	12448	288
2011-12-22	69	288
2011-12-22	70	288
2011-12-22	71	288
2011-12-22	134	288
2011-12-22	165	288
2011-12-22	166	287
2011-12-22	167	288
2011-12-22	168	288
2011-12-22	229	287
2011-12-22	230	288
2011-12-22	231	288
2011-12-22	232	288
2011-12-22	8257	288
2011-12-22	8258	287
2011-12-22	8259	288
2011-12-22	8417	288
2011-12-22	8419	288
2011-12-22	12448	288
2011-12-23	69	287
2011-12-23	70	287
2011-12-23	71	288
2011-12-23	133	7
2011-12-23	134	288
2011-12-23	135	8
2011-12-23	136	7
2011-12-23	165	288
2011-12-23	166	288
2011-12-23	167	288
2011-12-23	168	288
2011-12-23	229	288
2011-12-23	230	288
2011-12-23	231	288
2011-12-23	232	288
2011-12-23	4228	6
2011-12-23	8257	288
2011-12-23	8258	288
2011-12-23	8259	288
2011-12-23	8321	7
2011-12-23	8322	7
2011-12-23	8323	6
2011-12-23	8417	288
2011-12-23	8419	287
2011-12-23	12448	288
2011-12-24	69	287
2011-12-24	70	288
2011-12-24	71	287
2011-12-24	134	288
2011-12-24	165	288
2011-12-24	166	288
2011-12-24	167	288
2011-12-24	168	288
2011-12-24	197	159
2011-12-24	198	159
2011-12-24	199	159
2011-12-24	200	159
2011-12-24	229	288
2011-12-24	230	288
2011-12-24	231	288
2011-12-24	232	287
2011-12-24	4292	159
2011-12-24	8257	288
2011-12-24	8258	288
2011-12-24	8259	288
2011-12-24	8386	158
2011-12-24	8387	159
2011-12-24	8417	288
2011-12-24	8419	288
2011-12-24	12448	288
2011-12-24	12480	159
2011-12-25	69	288
2011-12-25	70	288
2011-12-25	71	288
2011-12-25	134	288
2011-12-25	165	288
2011-12-25	166	288
2011-12-25	167	288
