837,-0.173176287269372
838,-0.228100493618573
839,0.060099903206807
840,0.0103532122913593
869,0.330422699975653
870,-0.216996525364605
871,-0.282476104968335
872,-0.148537131923313
901,-0.217645334888419
903,-0.00715962060271486
933,0.67240704606391
935,0.193821728603618
965,0.361905855587735
967,0.48165625241313
997,0.367542760349645
999,0.0405945251657901
1029,0.954033243749585
1031,-0.329713278847115
1061,0.91917690001017
1063,0.292173623095132
1093,-0.20981835076143
1095,0.593629298930823
1125,-0.768681715714221
1127,0.00612490320680845
1157,-0.130436604729695
1159,-0.115698773357884
1189,-0.20431284131409
1191,0.447154665111545
1221,0.125599506381402
1223,-0.488310509691869
1253,-0.00694374758684101
1255,-0.757823906316953
1285,-0.784689382507427
1286,0.0638618079687064
1287,-0.5225072396503
1288,-0.345443503100314
1317,-0.360747109304329
1318,-0.159467557110642
1319,-0.545243240366836
1320,-0.546388192031254
1349,-0.326092767217918
1350,0.230532046063939
1351,0.150715505863398
1352,0.169116494048041
1381,-0.182923906316991
1383,-0.205330652348735
1413,-0.315953911119266
1415,0.918586068133819
1445,-0.263380652348734
1447,-0.0448873983804936
1477,0.00876815717505806
1479,-0.431933033301104
1509,0.936779675027099
1511,0.457706649238528
1541,0.236066569873458
1543,0.25141537939727
9025,18.4886733159041
9026,19.4162836333643
9057,18.863029268285
9058,19.5234821699636
9059,18.0098550619358
9089,18.6649344270152
9090,15.7667205381265
9121,19.5160099824312
9122,20.267888395269
9153,18.5307048647901
9154,17.9270070460628
9185,19.3022479190786
9186,19.1046821335631
9217,19.540279268285
9218,19.7731404012233
9249,18.5258764905072
9250,
9281,19.7395872047929
9282,20.2007795414083
9313,18.865606252412
9314,18.9778999032056
9345,19.3301889382375
9346,19.7242756968564
9377,19.2854915698723
9378,18.66237943922
9409,19.5705664771052
9410,20.3524955381262
9441,20.0450889181868
9442,18.4573436587138
9473,19.2464034746342
9474,
9505,20.6894253000309
9506,21.8886487127293
9537,20.09914434765
9538,18.4797509916664
9569,18.0424574327005
9570,18.2076463171627
9601,17.9660762545559
9602,18.801587733316
9633,
9634,
9665,20.6922852206658
9666,20.1813280778087
9697,18.9758030778088
9698,
9729,
9730,
13120,28.9380070460622
13152,28.8664868079669
13184,30.2835509464764
13216,27.9734602460119
13248,27.6315098195163
13280,30.816090145019
13312,29.0194570460621
13344,31.2660275044142
13376,28.3243189508241
13408,28.7729776809828
13440,27.9115193476495
13472,29.1216153793955
13504,27.6623546651098
13536,28.0299725189617
13568,30.1604419726558
13600,27.8018526090168
13632,27.9991913379734
13664,29.9567153793954
13696,28.743703871459
13728,28.6918395857447
13760,23.6538772841577
13792,27.8446116153975
13824,27.541364658084
