837,-0.113607507483265
838,-0.11884560272136
839,0.0208766195008556
840,-0.0486070385098835
869,0.248968625413059
870,-0.053210682086444
871,0.304594469798023
872,0.0680691365988498
901,0.126273444897672
903,0.0775432861675182
933,0.21540042902465
935,-0.0204329043086673
965,0.0826623337865662
967,0.107662333786562
997,0.252622651246883
999,-0.208533049446694
1029,-0.0524567138324732
1031,0.0826780971032602
1061,-0.111663063038821
1063,0.186218411203744
1093,0.303575032199249
1095,-0.180709189091924
1125,0.0864694169824409
1127,0.264368682992903
1157,0.116948048072278
1159,0.22826749995842
1189,0.000662717939337371
1191,-0.0330122693880294
1221,0.477702016326221
1223,0.0955126366916262
1253,-0.190670999546751
1255,0.130360746484975
1285,0.180082968707193
1286,-0.0756313170070763
1287,-0.268170999546747
1288,-0.0483396911325919
1317,-0.482904984112355
1318,-0.178726555102308
1319,-0.143639310372505
1320,0.0362734448976779
1349,-0.299289169740717
1350,-0.171702745578499
1351,-0.184436802152515
1352,-0.0540210477092048
1381,-0.0157900471658091
1383,-0.29138528526103
1413,0.0718751725581237
1415,-0.325808003906715
1445,-0.145353539229295
1447,0.154170270294498
1477,0.0252020163262498
1479,0.0351623337865697
1509,-0.00178211065787518
1511,-0.363766237641978
1541,0.332979794104011
1543,-0.12305195192771
9025,-6.51182179319715
9026,-7.15555195192727
9057,-6.52499639637177
9058,-6.7499336402699
9059,-6.65348845986381
9089,-6.91130592018125
9090,-5.33876623764167
9121,-6.74738764026991
9122,-7.12372655510188
9153,-6.69944585684254
9154,-6.47575036462573
9185,-6.84130592018126
9186,-6.74453841731556
9217,-6.99305195192728
9218,-7.11978878979305
9249,-6.95424242811776
9250,-6.91773449160983
9281,-6.934837666213
9282,-7.36139293864529
9313,-6.42777417414954
9314,-6.52027417414953
9345,-6.93932323674587
9346,-6.72773449160984
9377,-7.0734487773241
9378,-6.16173940990313
9409,-6.9982516665898
9410,-7.08602814240347
9441,-7.11951758292538
9442,-6.5369216236487
9473,-6.76146465033999
9474,-7.20575036462568
9505,-7.94134560272087
9506,-8.1719011582764
9537,-7.30928211065742
9538,-6.69989636441569
9569,-7.08384498759232
9570,-6.30279091815571
9601,-6.08983203938521
9602,-6.82542412558597
9633,-6.38729798367335
9634,-7.12094155072633
9665,-7.0670995709749
9666,-7.12118687256219
9697,-7.01487734875267
9698,-6.2982982879674
9729,-6.59817099954635
9730,-6.7061332910136
13120,-12.6333694122444
13152,-12.1029329043079
13184,-13.6199064218011
13216,-11.8780718106293
13248,-11.7671995692653
13280,-13.8614565917043
13312,-12.385670999546
13344,-14.1677061727684
13376,-12.0644805233555
13408,-12.3051551265301
13440,-11.3709884598635
13472,-13.0877344916094
13504,-12.1809884598635
13536,-11.567201894698
13568,-13.6954044095234
13600,-11.8730183716588
13632,-11.8424901601686
13664,-13.8993217931967
13696,-12.5515836979587
13728,-12.7551948090698
13760,-8.73257576145098
13792,-11.5175646802498
13824,-11.7660934224243
